title,author,publisher,pub_date,price,link,img_src
리그 오브 레전드: 공식 스토리북,라이엇 게임즈,제우미디어,2020.04.29,"26,820원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16340081,https://bookthumb-phinf.pstatic.net/cover/163/400/16340081.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
브라질의 하룻밤,문희,예원북스,2020.04.29,"8,100원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16340377,https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Sat May 02 17:04:38 KST 2020
"따뜻하게, 다시 1",채현진,플레이블(예원북스),2020.04.29,"10,800원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16313196,https://bookthumb-phinf.pstatic.net/cover/163/131/16313196.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
마당을 나온 암탉(출간 20주년 특별판),황선미,사계절,2020.04.29,"13,500원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16342095,https://bookthumb-phinf.pstatic.net/cover/163/420/16342095.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
"따뜻하게, 다시 2",채현진,플레이블(예원북스),2020.04.29,"10,800원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16313201,https://bookthumb-phinf.pstatic.net/cover/163/132/16313201.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
악녀 카루나가 작아졌어요 4,문이경,동아,2020.04.29,"10,800원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16339219,https://bookthumb-phinf.pstatic.net/cover/163/392/16339219.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
빛의 아이들 2,최승주,지식과감성,2020.04.29,"12,420원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16342197,https://bookthumb-phinf.pstatic.net/cover/163/421/16342197.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
우아한 야만의 바다 1,틸다킴,퀸즈셀렉션,2020.04.29,"10,350원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16324217,https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Sat May 02 17:04:38 KST 2020
이세계 내가 가봤는데 별거 없더라. 13,현철,파피루스,2020.04.29,"7,200원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16345778,https://bookthumb-phinf.pstatic.net/cover/163/457/16345778.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
금색야차(하)(가천대학교 아시아문화연구소 5),오자키 고요,역락,2020.04.29,"14,400원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16345488,https://bookthumb-phinf.pstatic.net/cover/163/454/16345488.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
아이젠,김남숙,문학동네,2020.04.29,"12,150원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16343921,https://bookthumb-phinf.pstatic.net/cover/163/439/16343921.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
우아한 야만의 바다 2,틸다킴,퀸즈셀렉션,2020.04.29,"10,350원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16324218,https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Sat May 02 17:04:38 KST 2020
이세계 내가 가봤는데 별거 없더라. 14,현철,파피루스,2020.04.29,"7,200원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16345779,https://bookthumb-phinf.pstatic.net/cover/163/457/16345779.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
"어쨌거나, 청춘 4",이보람,교보문고,2020.04.29,"12,600원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16344543,https://bookthumb-phinf.pstatic.net/cover/163/445/16344543.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
"따뜻하게, 다시 세트(전2권)",채현진,플레이블(예원북스),2020.04.29,"21,600원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16313203,https://bookthumb-phinf.pstatic.net/cover/163/132/16313203.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
"젊은이들의 흑마법 기피가 심각합니다만, 취직해보니 대우도 좋고 사장도 사역마도 귀여워서 최고입니다!.",모리타 키세츠,소미미디어,2020.04.29,"6,300원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16345862,https://bookthumb-phinf.pstatic.net/cover/163/458/16345862.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
언니가 남자 주인공을 주워 왔다 4,문시현,에이템포미디어,2020.04.28,"11,250원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16326860,https://bookthumb-phinf.pstatic.net/cover/163/268/16326860.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
언니가 남자 주인공을 주워 왔다 5,문시현,에이템포미디어,2020.04.28,"11,250원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16326861,https://bookthumb-phinf.pstatic.net/cover/163/268/16326861.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
재벌을 넘어 귀족으로. 9,푸달,영상출판미디어(영상노트),2020.04.28,"7,200원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16344574,https://bookthumb-phinf.pstatic.net/cover/163/445/16344574.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
그랜드 마스터 회귀하다. 12,날망,영상출판미디어(영상노트),2020.04.28,"7,200원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16344576,https://bookthumb-phinf.pstatic.net/cover/163/445/16344576.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
언제까지나 쇼팽(양장본 HardCover),나카야마 시치리,블루홀식스(블루홀6),2020.04.28,"14,400원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16340071,https://bookthumb-phinf.pstatic.net/cover/163/400/16340071.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
언니가 남자 주인공을 주워 왔다 세트(한정판)(전5권),문시현,에이템포미디어,2020.04.28,null,http://book.naver.com/bookdb/book_detail.nhn?bid=16326862,https://bookthumb-phinf.pstatic.net/cover/163/268/16326862.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
가룟 유다(지식을만드는지식 소설선집),레오니트 안드레예프,지식을만드는지식,2020.04.28,"11,520원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16341118,https://bookthumb-phinf.pstatic.net/cover/163/411/16341118.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
재혼 황후 3,알파타르트,해피북스투유,2020.04.28,"12,600원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16330680,https://bookthumb-phinf.pstatic.net/cover/163/306/16330680.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
언니가 남자 주인공을 주워 왔다 1,문시현,에이템포미디어,2020.04.28,"11,250원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16326855,https://bookthumb-phinf.pstatic.net/cover/163/268/16326855.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
당인리 : 대정전 후 두 시간,우석훈,해피북스투유,2020.04.28,"12,420원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16341626,https://bookthumb-phinf.pstatic.net/cover/163/416/16341626.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
언니가 남자 주인공을 주워 왔다 2,문시현,에이템포미디어,2020.04.28,"11,250원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16326858,https://bookthumb-phinf.pstatic.net/cover/163/268/16326858.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
피와 뼈 3,김성모,우주미디어,2020.04.28,"5,400원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16345352,https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Sat May 02 17:04:38 KST 2020
동상기(지식을만드는지식 소설선집),청옥당,지식을만드는지식,2020.04.28,"11,520원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16341120,https://bookthumb-phinf.pstatic.net/cover/163/411/16341120.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
언니가 남자 주인공을 주워 왔다 3,문시현,에이템포미디어,2020.04.28,"11,250원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16326859,https://bookthumb-phinf.pstatic.net/cover/163/268/16326859.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
피와 뼈 4,김성모,우주미디어,2020.04.28,"5,400원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16345353,https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Sat May 02 17:04:38 KST 2020
신은 말하지 않는다,전수일,청어,2020.04.28,"11,700원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16341133,https://bookthumb-phinf.pstatic.net/cover/163/411/16341133.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
동물원 옆 미술관,송지성,마롱,2020.04.27,"8,100원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16338572,https://bookthumb-phinf.pstatic.net/cover/163/385/16338572.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
템빨. 48,박새날,마루&마야,2020.04.27,"7,200원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16344389,https://bookthumb-phinf.pstatic.net/cover/163/443/16344389.jpg?type=m1&udate=Sat May 02 17:04:38 KST 2020
악역 영애이기 때문에 최종 보스를 길러보았습니다. 4(J노블 퍼플(J Novel Purple)),나가세 사라사,서울미디어코믹스(서울문화사),2020.04.27,"6,300원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16342041,https://bookthumb-phinf.pstatic.net/cover/163/420/16342041.jpg?type=m1&udate=Sat May 02 17:04:39 KST 2020
"빵과 수프, 고양이와 함께하기 좋은 날 : 하나",무레 요코 저,북포레스트,2020.04.27,"11,700원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16341495,https://bookthumb-phinf.pstatic.net/cover/163/414/16341495.jpg?type=m1&udate=Sat May 02 17:04:39 KST 2020
하쿠바산장 살인사건,히가시노 게이고,알에이치코리아,2020.04.27,"14,220원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16344008,https://bookthumb-phinf.pstatic.net/cover/163/440/16344008.jpg?type=m1&udate=Sat May 02 17:04:39 KST 2020
"빵과 수프, 고양이와 함께하기 좋은 날 : 둘",무레 요코 저,북포레스트,2020.04.27,"11,700원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16341496,https://bookthumb-phinf.pstatic.net/cover/163/414/16341496.jpg?type=m1&udate=Sat May 02 17:04:39 KST 2020
바가난은 어디에 있나?,안니 겔프하르 외,북팟,2020.04.27,"11,000원",http://book.naver.com/bookdb/book_detail.nhn?bid=16344023,https://bookthumb-phinf.pstatic.net/cover/163/440/16344023.jpg?type=m1&udate=Sat May 02 17:04:39 KST 2020
밥만 먹고 레벨업. 7,박민규,위시북스,2020.04.27,"7,200원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16344383,https://bookthumb-phinf.pstatic.net/cover/163/443/16344383.jpg?type=m1&udate=Sat May 02 17:04:39 KST 2020
천재들의 고양이,진주현,꿈공장플러스,2020.04.27,"11,700원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16329340,https://bookthumb-phinf.pstatic.net/cover/163/293/16329340.jpg?type=m1&udate=Sat May 02 17:04:39 KST 2020
위험천만한 연애 1,이지연,테라스북,2020.04.27,"12,420원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16302509,https://bookthumb-phinf.pstatic.net/cover/163/025/16302509.jpg?type=m1&udate=Sat May 02 17:04:39 KST 2020
유리구두가 깨지면,이혜위,동아,2020.04.27,"9,900원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16338748,https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Sat May 02 17:04:39 KST 2020
노멀 피플,샐리 루니,아르테(arte),2020.04.27,"12,600원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16339250,https://bookthumb-phinf.pstatic.net/cover/163/392/16339250.jpg?type=m1&udate=Sat May 02 17:04:39 KST 2020
무공을 배우다. 11,목마,위시북스,2020.04.27,"7,200원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16344384,https://bookthumb-phinf.pstatic.net/cover/163/443/16344384.jpg?type=m1&udate=Sat May 02 17:04:39 KST 2020
재령,윤보인,나무옆의자,2020.04.27,"11,700원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16338546,https://bookthumb-phinf.pstatic.net/cover/163/385/16338546.jpg?type=m1&udate=Sat May 02 17:04:39 KST 2020
두 개의 장벽,레나테 아렌스,꿈꾸다,2020.04.27,"10,800원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16339232,https://bookthumb-phinf.pstatic.net/cover/163/392/16339232.jpg?type=m1&udate=Sat May 02 17:04:39 KST 2020
위험천만한 연애 2,이지연,테라스북,2020.04.27,"12,420원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16302510,https://bookthumb-phinf.pstatic.net/cover/163/025/16302510.jpg?type=m1&udate=Sat May 02 17:04:39 KST 2020
마왕성 플레이어. 13,트레샤,위시북스,2020.04.27,"7,200원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16344385,https://bookthumb-phinf.pstatic.net/cover/163/443/16344385.jpg?type=m1&udate=Sat May 02 17:04:39 KST 2020
플로리다,로런 그로프,문학동네,2020.04.27,"13,050원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16341091,https://bookthumb-phinf.pstatic.net/cover/163/410/16341091.jpg?type=m1&udate=Sat May 02 17:04:39 KST 2020
떠도는 땅,김숨,은행나무,2020.04.27,"12,150원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16343500,https://bookthumb-phinf.pstatic.net/cover/163/435/16343500.jpg?type=m1&udate=Sat May 02 17:04:39 KST 2020
위험천만한 연애 세트,이지연,테라스북,2020.04.27,"24,840원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16302511,https://bookthumb-phinf.pstatic.net/cover/163/025/16302511.jpg?type=m1&udate=Sat May 02 17:04:39 KST 2020
"헌터님, 혹시 양아치세요?. 1",구노뇽,파피루스,2020.04.27,"7,200원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16344386,https://bookthumb-phinf.pstatic.net/cover/163/443/16344386.jpg?type=m1&udate=Sat May 02 17:04:39 KST 2020
울랄라 가족,김상하,창해,2020.04.27,"13,500원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16329568,https://bookthumb-phinf.pstatic.net/cover/163/295/16329568.jpg?type=m1&udate=Sat May 02 17:04:39 KST 2020
"헌터님, 혹시 양아치세요?. 2",구노뇽,파피루스,2020.04.27,"7,200원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16344387,https://bookthumb-phinf.pstatic.net/cover/163/443/16344387.jpg?type=m1&udate=Sat May 02 17:04:40 KST 2020
분리된 기억의 세계,고바야시 야스미,하빌리스,2020.04.25,"13,050원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16338268,https://bookthumb-phinf.pstatic.net/cover/163/382/16338268.jpg?type=m1&udate=Sat May 02 17:04:40 KST 2020
우리는 시벨리우스공화국에서 만난다,박승오,문예바다,2020.04.25,"10,800원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16338341,https://bookthumb-phinf.pstatic.net/cover/163/383/16338341.jpg?type=m1&udate=Sat May 02 17:04:40 KST 2020
베르가모의 페스트 외(양장본 HardCover),옌스 페테르 야콥센,열린책들,2020.04.25,"10,620원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16338641,https://bookthumb-phinf.pstatic.net/cover/163/386/16338641.jpg?type=m1&udate=Sat May 02 17:04:40 KST 2020
시하와 칸타의 장: 마트 이야기(현대문학 핀 시리즈 소설선 25)(양장본 HardCover),이영도,현대문학,2020.04.25,"11,700원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16343459,https://bookthumb-phinf.pstatic.net/cover/163/434/16343459.jpg?type=m1&udate=Sat May 02 17:04:40 KST 2020
"빌바오, 3월의 눈",김경순,문학수첩,2020.04.25,"10,800원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16339242,https://bookthumb-phinf.pstatic.net/cover/163/392/16339242.jpg?type=m1&udate=Sat May 02 17:04:40 KST 2020
셜록홈즈 베스트 단편선,아서 코난 도일,브라운힐,2020.04.25,"15,300원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16344415,https://bookthumb-phinf.pstatic.net/cover/163/444/16344415.jpg?type=m1&udate=Sat May 02 17:04:40 KST 2020
바다의 일꾼들(지식을만드는지식 원서발췌),빅토르 위고,지식을만드는지식,2020.04.25,"8,820원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16341114,https://bookthumb-phinf.pstatic.net/cover/163/411/16341114.jpg?type=m1&udate=Sat May 02 17:04:40 KST 2020
농담을 싫어하는 사람들,정지돈,마음산책,2020.04.25,"12,600원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16328698,https://bookthumb-phinf.pstatic.net/cover/163/286/16328698.jpg?type=m1&udate=Sat May 02 17:04:40 KST 2020
일본 민담집,미야자와 겐지,MKDAYS,2020.04.25,null,http://book.naver.com/bookdb/book_detail.nhn?bid=16344725,https://bookthumb-phinf.pstatic.net/cover/163/447/16344725.jpg?type=m1&udate=Sat May 02 17:04:40 KST 2020
사랑은 구름 속에서(할리퀸 로맨스 HR 280),페니 조던,신영미디어,2020.04.24,"4,680원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16329654,https://bookthumb-phinf.pstatic.net/cover/163/296/16329654.jpg?type=m1&udate=Sat May 02 17:04:40 KST 2020
평지에 뜨는 달,아사쿠사 가스미 저,직선과곡선,2020.04.24,"12,600원(-10%)",http://book.naver.com/bookdb/book_detail.nhn?bid=16339896,https://bookthumb-phinf.pstatic.net/cover/163/398/16339896.jpg?type=m1&udate=Sat May 02 17:04:40 KST 2020
